FID,depno,distrito_minero,nombres,modelo,cod_modelo,tamaño,edad_inf_min,edad_sup_min,estilo_min,asoc_min,alt_hidrotermal,unid_estrati_caja,lito_caja,edad_inf_caja,edad_sup_caja,recursos_min,ley_min,commodity,ficha,etiqueta,geometry
e250K.DepositMetalif.17639,294,,Graciela Elsa,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | pirita | cerusita-anglesita,,Basamento Metamórfico,esquisto,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp294.html,Graciela Elsa,POINT (-65.43329999999992 -32.33329999999995)
e250K.DepositMetalif.18057,3084,,Lindero,04c Cu-Au,4c,mediano,,,venillas | stockwork,oro | minerales oxidados de cobre | calcopirita | magnetita,clorita-calcita | potásica | argílica | epidotitización,Complejo Volcánico Arizaro | Complejo Volcánico Arizaro | Complejo Volcánico Arizaro,,,,"26.9 millones de toneladas métricas, mineral, recurso medido | 77.1 millones de toneladas métricas, mena, recurso indicado | 104 millones de toneladas métricas, mena, recurso inferido | 26.009 millones de toneladas métricas, mena, reserva probada | 62.263",Au 0.73 g/t promedio | Au 0.51 g/t promedio | Au 0.56 g/t promedio | Au 0.74 g/t | Au 0.57 g/t promedio | Cu 0.11 % promedio | Cu 0.11 g/t promedio | Cu 0.1 % promedio | Cu 0.1 % promedio | Cu 0.11 % promedio,Au-Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3084.html,Lindero,POINT (-67.77969999999993 -25.082199999999943)
e250K.DepositMetalif.19638,11100,,San Sebastián-Cuesta de Miranda,06c Granitoides (U),6c,pequeño,,,vetas y vetillas,pechblenda | umangita | pirita,,Formación Ñuñorco,suite granítica,,,,,U,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11100.html,San Sebastián,POINT (-67.64609999999993 -29.29579999999993)
e250K.DepositMetalif.17981,3392,Paso de Indios,Del Mallín,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,diseminada | vetas,galena | esfalerita | pirita | calcopirita | tennantita | pirargirita | proustita | oro | electrum | plata,silicificación | carbonática | argílica,Formación Lonco Trapial,rocas volcánicas intermedias,,,,,Pb | Zn | Ag | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3392.html,Del Mallín,POINT (-69.42809999999992 -43.558599999999956)
e250K.DepositMetalif.18159,3078,Sierra de Taca Taca,San Martín,06d Granitoides (Cu),6d,desconocida,,,vetas,calcopirita | calcosina | malaquita | azurita | especularita | hematita,sericítica | argílica,Formación Taca Taca,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3078.html,San Martín,POINT (-67.67169999999993 -24.490599999999915)
e250K.DepositMetalif.18337,3342,San Patricio,San Patricio,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,pequeño,,,vetillas,calcopirita | bornita | pirita | esfalerita | galena | hematita | malaquita | azurita | crisocola | calcosina | turquesa,silicificación | clorítica  | sericítica | caolinítica,Complejo Plutónico Navarrete,suite granítica,,,,,Cu | Ag | Au | Mo,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3342.html,San Patricio,POINT (-66.4593999999999 -40.72219999999993)
e250K.DepositMetalif.17632,287,El Guaico,Juan Chiquito,06j Pb-Zn-Ag-Cu,6j,,,,vetiforme,galena | esfalerita | acantita | stannita | calcopirita,,,gneis,,,,,Pb | Zn | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp287.html,Juan Chiquito,POINT (-65.17359999999991 -30.977199999999925)
e250K.DepositMetalif.18152,3071,Cortaderas,"Antofallita I, II, III y IV",09a Cu sedimentario (Cu-Ag),9a,desconocida,,,venillas | impregnada,malaquita | azurita | covellina | tenorita | cuprita | delafossita,,Sedimentita Vizcachera,areniscas-conglomerados,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3071.html,Antofallita I,POINT (-67.42779999999993 -25.041699999999935)
e250K.DepositMetalif.18330,3274,,La Carmelita,11a Cu tipo Manto,11a,pequeño,,,bancos | impregnación | vetas,calcopirita | malaquita | azurita | calcantita,,Grupo Neuquén,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3274.html,La Carmelita,POINT (-69.43329999999992 -36.51669999999996)
e250K.DepositMetalif.18508,5031,Sierra de Yulto,La Indecisa,08f Volcanogénico (W),8f,desconocido,,,irregular,scheelita,,Complejo Metamórfico Conlara,rocas calcosilicáticas,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5031.html,La Indecisa,POINT (-65.53329999999994 -33.36669999999992)
e250K.DepositMetalif.17817,506,Campana Mahuida,Carmen,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena argentífera | argentita | óxidos de manganeso | pirita | cerusita,,Plutonitas Campana Mahuida,rocas volcánicas félsicas-intermedias,,,"2000 tonelada métrica, mena, reserva total",Pb 11 % | Ag 350 g/t,Pb | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp506.html,Carmen,POINT (-70.58329999999995 -38.19999999999993)
e250K.DepositMetalif.18515,5048,Pampa del Tamboreo,La Donosa,06a Granitoides (W-Mo),6a,ocurrencia,,,mantos,scheelita,,Formación San Luis | Formación San Luis | Formación San Luis,filitas | esquistos biotíticos | metavolcanitas | cuarzo-turmalina,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5048.html,La Donosa,POINT (-65.98329999999993 -33.06669999999991)
e250K.DepositMetalif.17810,453,Grupo 25 de Mayo,Los Dos Amigos,07k Fluorita,7k,,,,filoneana,galena | fluorita,caolinización,Formación El Imperial,rocas volcánicas félsicas-intermedias,,,"15000 toneladas métricas, mineral, medida + indicada",fluorita 70 %,F | Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp453.html,Los Dos Amigos,POINT (-68.99999999999994 -34.56749999999994)
e250K.DepositMetalif.17283,2156,,Rincon de las Tordillas,05d Skarn ferrífero (Fe),5d,ocurrencia,,,cuerpos irregulares,hematita | limonitas | calcita | epidoto | cuarzo | magnetita,,Grupo Mendoza | Ciclo Eruptivo Huincán,caliza | andesita,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2156.html,Rincon de las Tordillas,POINT (-69.60439999999994 -35.707499999999925)
e250K.DepositMetalif.21205,24803,Ororsmayo,Pasamayo,12a Au,12a,ocurrencia,,,placeres aluviales y eluviales,oro,,,arena-grava,,,,,Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24803.html,Pasamayo,POINT (-66.3386999999999 -22.499199999999917)
e250K.DepositMetalif.17988,3399,La Leona,Angelita,06d Granitoides (Cu),6d,ocurrencia,Triásico,Triásico,vetas,galena | calcopirita | cerusita,cuarzo-sericítica | argílica | propilítica,,suite granodiorítica-tonalítica,,,,,Cu | Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3399.html,Angelita,POINT (-67.32219999999995 -48.07219999999995)
e250K.DepositMetalif.17461,96,El Queva,La Escondida,07d Polimetálico rico en Sn (Sn-Ag-Cu-Zn),7d,,,,vetiforme,galena,,Formación Agua Caliente,rocas volcánicas félsicas,,,"2.93 millones de toneladas métricas, mena, recurso indicado | 0.31 millones de toneladas métricas, mena, recurso inferido",Ag 482 g/t promedio | Ag 417 g/t,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp96.html,La Escondida,POINT (-66.82109999999994 -24.345399999999927)
e250K.DepositMetalif.19548,11097,,Los Avestruces,06a Granitoides (W-Mo),6a,mediano,,,vetas,scheelita | wolframita | cuarzo | biotita | feldespato potásico | turmalina | fluorita | pirita | calcopirita | calcosina | hematita | berilo | covelina | goethita | cuprita | bismutita | malaquita | azurita | moscovita,propilítica | feldespatización | silicificación,,suite granítica,,,"380000 tonelada métrica, mineral, recurso inferido",schellita 0.8 %,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11097.html,Los Avestruces,POINT (-65.69409999999993 -32.472099999999955)
e250K.DepositMetalif.17214,2087,Grupo Los Ancoches,La Victoria,07a Manganeso (Mn+-F),7a,ocurrencia,,,vetiforme,psilomelano | pirolusita | ópalo | calcedonia | limonitas | hematita,,Granito Ambargasta,granitos,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2087.html,La Victoria,POINT (-63.9763999999999 -29.403299999999945)
e250K.DepositMetalif.19726,11301,,Quebrada Ancha,07c Au alta sulfuración (Alunita) (Au-Ag-Cu),7c,pequeño,Mioceno,Mioceno,stockwork | vetas y venillas de sulfuros,calcopirita | esfalerita | enargita | tetraedrita | pirita,silícica | argílica | sericítica/ | propilítica,Formación Mogote,rocas volcánicas félsicas-intermedias,,,,,Au-Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11301.html,Quebrada Ancha,POINT (-67.78329999999994 -28.999999999999943)
e250K.DepositMetalif.17392,32,,"9 de Julio, Justiniana, El Rey",14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,pequeño,,,vetas en rosario,galena | esfalerita | calcopirita | bornita-calcosina-covelina | pirita | carbonatos de cobre | cerusita | argentita,,,pizarras-areniscas,,,,,Pb | Cu | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp32.html,9 de Julio,POINT (-65.50639999999993 -23.41739999999993)
e250K.DepositMetalif.17207,2080,Grupo Ambargasta,Sunchales o Tiperary,07a Manganeso (Mn+-F),7a,ocurrencia,,,vetiforme,psilomelano | ópalo | calcedonia,,Granito Ambargasta,granitos,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2080.html,Sunchales o Tiperary,POINT (-63.96249999999992 -29.269199999999955)
e250K.DepositMetalif.19719,11294,,General San Martín,"09f Evaporitas Lacustres,Yeso-Halita-Silvita-Boratos-Sulfatos(MgKCaLi)",9f,pequeño,Pleistoceno,Holoceno,capas de sulfatos,thenardita | mirabilita,,Formación Zampal,limolita,,,"1.84 millones de toneladas métricas, mineral, reservas totales",sulfato de Na 8 %,Na2SO4,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11294.html,General San Martín,POINT (-67.65699999999993 -32.45489999999995)
e250K.DepositMetalif.18090,3294,,Polvaredas,14g Chimeneas de brecha (Bi-Cu-Au),14g,desconocida,,,chimenea de brecha,pirita | calcopirita | molibdenita | arsenopirita | escorodita,,,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3294.html,Polvaredas,POINT (-69.70829999999995 -32.81669999999991)
e250K.DepositMetalif.17385,25,Pirquitas,San Marcos | Varsovia | Buenos Aires | Roma | Londres,12b Sn,12b,pequeño,Pleistoceno,Pleistoceno,placeres aluviales,casiterita | au,,Formacion Tiomayo,,,,,Sn 0.268 kg/m3,Sn | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp25.html,San Marcos ,POINT (-66.44049999999993 -22.723399999999913)
e250K.DepositMetalif.17563,205,La Cébila,Santa Margarita,14e Antimonita (Sb),14e,pequeño,,,vetiforme,antimonita | estibiconita | arsenopirita,silicificación,Formación La Cébila,esquisto,,,,,Sb | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp205.html,Santa Margarita,POINT (-66.39309999999995 -28.78809999999993)
e250K.DepositMetalif.21191,24789,El Aguilar,Capa Contacto A,08d SEDEX(Zn-Pb-Ba-Ag),8d,,Ordovícico inferior,Ordovícico medio,sEDEX Pb-Zn-Ag,Galena | esfalerita,,,cuarcita-arenisca,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24789.html,Capa Contacto A,POINT (-65.71109999999993 -23.20279999999991)
e250K.DepositMetalif.17734,379,Quebrada Agua Negra,Los Amiches,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita | pirita | calcopirita,,Grupo Choiyoi,rocas volcánicas félsicas-intermedias,,,,,Pb | Zn | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp379.html,Los Amiches,POINT (-69.71249999999992 -30.27499999999992)
e250K.DepositMetalif.19733,11308,,La Luisa,07b Au baja sulfuración (Adularia) (Au-Ag),7b,pequeño,Mioceno,Mio-Plioceno,vetas y venillas de sulfuros-Au,oro nativo | esfalerita | pirita | calcopirita | galena | wurtzita | electrum | sílice | illita | sericita | calcita | adularia | pirofilita | alunita | jarosita | clorita | hematita | marcasita | tenantita | tetraedrita | arsenopirita | pirrotina | enarg,argílica | propilítica | sericítica/argílica,,rocas volcánicas félsicas,,,,,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11308.html,La Luisa,POINT (-66.07349999999991 -32.771499999999946)
e250K.DepositMetalif.18603,5199,Ramblones,"La Escondida, Los Puros",06a Granitoides (W-Mo),6a,pequeño,Ordovícico,Silúrico,vetas de cuarzo,scheelita | pirita | wolframita,,Formación Negro Peinado,metapelitas,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5199.html,La Escondida,POINT (-67.60419999999993 -28.791399999999953)
e250K.DepositMetalif.21820,25418,,Cerro Bayo de Archibarca,07c Au alta sulfuración (Alunita) (Au-Ag-Cu),7c,ocurrencia,,,brecha | stockwork | diseminada,oro,,,,,,,,Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp25418.html,Cerro Bayo de Archibarca,POINT (-66.95869999999991 -23.55839999999995)
e250K.DepositMetalif.21115,24713,Incahuasi,Prospecto Las Burras,04b Cu (±Mo±Au),4b,,,,,turquesa | azurita | malaquita | hematita,,,suite monzonítica cuarzosa-monzogábrica,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24713.html,Prospecto Las Burras,POINT (-65.8703999999999 -24.33289999999994)
e250K.DepositMetalif.18076,3134,Antofalla Este,Farallón Alto (Filo del Volcán),07c Au alta sulfuración (Alunita) (Au-Ag-Cu),7c,desconocida,,,vetiforme,,alunita ,Dacita El Alto,rocas volcánicas félsicas-intermedias,,,,,Cu | Ag | Au | Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3134.html,Farallón Alto ,POINT (-67.84059999999994 -25.62719999999996)
e250K.DepositMetalif.18959,11057,El Morado,El Morado- Pepa,14f Au en zonas de cizalla (Au-Ag-As-Cu),14f,pequeño,Paleozoico medio,Paleozoico superior,vetas y venillas de sulfuros-Au,pirita aurífera | galena | oro nativo | arsenopirita | calcopirita,silicificación,Complejo Valle Fértil | Complejo Valle Fértil,esquisto | gneis,,,"35000 toneladas métricas, mena, reserva posible",Au 13.5 g/t,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11057.html,El Morado,POINT (-67.56189999999992 -31.205199999999934)
e250K.DepositMetalif.18254,3262,,Cerro Guillermo,09a Cu sedimentario (Cu-Ag),9a,pequeño,,,vetas,malaquita | crisocola | azurita,,Grupo Neuquén,,,,,Cu 1.6 %,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3262.html,Cerro Guillermo,POINT (-69.44169999999991 -37.07499999999993)
e250K.DepositMetalif.18952,11050,,"Morro Oeste- | Don Ricardo, Don José, La Buyi,  | Prudencia, Don Issac, Cerro Morro Nº1, |  Loma Blanca,  San José, Ojo de Agua,  | Hermana Blanca ,Arroyo con agua, | Escondida y Virgen María",08f Volcanogénico (W),8f,pequeño,,,lentes,scheelita | wolframita | cuarzo | turmalina | hornblenda | epidoto | calcita | fluorita | apatita | pirita | calcopirita | esfalerita | molibdenita | bismutinita | magnetita | hematita | ilmenita | cubanita | tetraedrita | bournonita | galena | berilo | c,,Complejo Metamórfico Conlara,esquisto | rocas metamórficas no clasificadas,,,"30000 tonelada métrica, mineral, reserva posible",,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11050.html,Morro Oeste,POINT (-65.51009999999991 -33.15539999999993)
e250K.DepositMetalif.18425,5021,La Estanzuela,San Pedro,08f Volcanogénico (W),8f,desconocido,,,irregular,scheelita,,Complejo Metamórfico Conlara,esquisto micáceo,,,,WO3 1.9 % puntual,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5021.html,San Pedro,POINT (-65.08329999999995 -32.86669999999992)
e250K.DepositMetalif.18387,4015,,Pegmatita de Tanti,03a Pegmatitas Complejas(Be-Li-Aguamarina),3a,pequeño,,,bancos,berilo | triplita | apatita,,,suite granítica,,,,,berilo,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp4015.html,Pegmatita de Tanti,POINT (-64.56669999999991 -31.34999999999991)
e250K.DepositMetalif.18261,3284,,Mantos de Cobre,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,pequeño,,,vetas | relleno de fracturas | relleno de brechas | diseminada,malaquita | calcosina | azurita | crisocola | limonitas,,Grupo Choiyoi,,,,,Cu 5 % | Ag 1 g/t | Au 0.5 g/t,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3284.html,Mantos de Cobre,POINT (-69.08329999999995 -32.48329999999993)
e250K.DepositMetalif.17556,198,Alto de la Mina,Don Cirilo,06j Pb-Zn-Ag-Cu,6j,,,,vetiforme,galena,sericitica | caolinización,Formación Chango Real,suite granítica,,,,,Pb | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp198.html,Don Cirilo,POINT (-66.84999999999991 -26.916699999999935)
e250K.DepositMetalif.20951,24545,Guachi,Los Caballos - La Sanjuanina,04c Cu-Au,4c,,,,,,,,,,,,Au 18 g/t (máximo) | Ag 330 g/t (máximo),Au | Ag | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24545.html,Los Caballos ,POINT (-68.82999999999993 -29.90999999999991)
e250K.DepositMetalif.18439,5044,Cerro El Morro,La India,08f Volcanogénico (W),8f,ocurrencia,,,Cuerpos,scheelita,,Complejo Metamórfico Conlara | Complejo Metamórfico Conlara | Complejo Metamórfico Conlara,esquistos biotíticos | rocas calcosilicáticas | anfibolitas,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5044.html,La India,POINT (-65.39999999999992 -33.166699999999935)
e250K.DepositMetalif.17912,560,,Chispas,07b Au baja sulfuración (Adularia) (Au-Ag),7b,,Jurásico,Jurásico,vetifome | stockwork,cuarzo | pirita | calcopirita | esfalerita | galena,silicificación | argilica,Formación Chon Aike,rocas volcánicas félsicas-intermedias,,,,,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp560.html,Chispas,POINT (-66.94999999999993 -48.36669999999992)
e250K.DepositMetalif.18432,5037,Pancanta,La Media Luna,06a Granitoides (W-Mo),6a,pequeño,,,vetiforme,scheelita | wolframita,moscovitización,Grupo Micaesquistos | Granito La Escalerilla,"micaesquistos, filitas | granito",,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5037.html,La Media Luna,POINT (-66.09999999999991 -32.916699999999935)
e250K.DepositMetalif.17727,372,Cerro Blanco-Marayes,Yanzi o Bella Blenda,05c Skarn plumbo-cincífero (Zn-Pb_Ag),5c,pequeño,Pérmico,Triásico,skarn,argentita | galena | esfalerita | pirita | cerusita | tetraedrita | plata nativa,oxidación,Basamento Metamórfico,,,,"12240 tonelada métrica, mena, reserva probable",Pb 19.18 % | Ag 936.8 g/t | Zn 6.7 % | Cu 0.87 % | As 1.5 %,Ag | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp372.html,Yanzi o Bella Blenda,POINT (-67.32779999999991 -31.404999999999916)
e250K.DepositMetalif.20944,24538,Macho Muerto,Filo del Sol,07c Au alta sulfuración (Alunita) (Au-Ag-Cu),7c,,,,,,,,,,,"600.2 millones de toneladas métricas, mena, recurso indicado e inferido",Cu 0.33 % | Au 0.32 g/t | Ag 10.7 g/t,Cu | Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24538.html,Filo del Sol,POINT (-69.66189999999995 -28.49419999999992)
e250K.DepositMetalif.18610,5206,Sañogasta,"Candombe, Margarita",06a Granitoides (W-Mo),6a,desconocida,Ordovícico,Silúrico,vetas de cuarzo,wolframita,,Formación Ñuñorco,suite granítica-granodiorítica,,,,,W-Cu-As,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5206.html,Candombe,POINT (-66.81669999999991 -29.183299999999917)
e250K.DepositMetalif.17905,553,,Bajo Leonardo,07b Au baja sulfuración (Adularia) (Au-Ag),7b,,,,vetifome,galena | esfalerita | pirita | calcopirita,argilica,Formación La Golondrina,arenisca,,,,,Au | Ag | Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp553.html,Bajo Leonardo,POINT (-67.2666999999999 -48.166699999999935)
e250K.DepositMetalif.21122,24720,Rumicruz,El Marciano,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,ocurrencia,,,vetiforme,calcopirita | bornita | pirita | covelina | digenita | galena | calcosina | cuarzo | malaquita | fahlore | limonita,,,arenisca-limolita,,,,,Cu | Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24720.html,El Marciano,POINT (-65.56169999999992 -22.803899999999942)
e250K.DepositMetalif.18083,3140,Valle Hermoso,Estrella  | Estrella Primera,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,Pérmico,Triásico,vetas,hematita | limonitas | malaquita | azurita | calcopirita | calcosina,,Formación Espinal,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3140.html,Estrella  ,POINT (-68.32109999999994 -28.15059999999994)
e250K.DepositMetalif.17378,18,,La Candelaria,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,venillas | bolsones,galena argentífera | cesusita | anglesita | piromorfita,arcillosa avanzada | limonitización,Formación Acoite,arenisca,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp18.html,La Candelaria,POINT (-65.72849999999994 -22.876499999999908)
