FID,depno,distrito_minero,nombres,modelo,cod_modelo,tamaño,edad_inf_min,edad_sup_min,estilo_min,asoc_min,alt_hidrotermal,unid_estrati_caja,lito_caja,edad_inf_caja,edad_sup_caja,recursos_min,ley_min,commodity,ficha,etiqueta,geometry
e250K.DepositMetalif.18474,5119,Cerro Áspero,Fischer,05f Greisen (Sn-W),5f,pequeño,Devónico,Carbonífero,vetas | brecha | mantos | diseminada,wolframita | molibdenita | pirita | bornita | calcopirita | bismutina | galena | esfalerita | óxidos de Cu,greisenización | albitización,Formación San Virgilio | Batolito Cerro Áspero,"anfibolitas, micacitas, calzas cristalinas | suite granítica",,,,,W-Bi,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5119.html,Fischer,POINT (-64.81669999999991 -32.466699999999946)
e250K.DepositMetalif.18227,3223,,Cruz del Sur (Grupo San Pedro),07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,vetas,malaquita | pirita | limonitas,,Grupo Cochicó,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3223.html,Cruz del Sur ,POINT (-68.40419999999995 -35.3574999999999)
e250K.DepositMetalif.17700,345,Tontal,Señor,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena argentífera | esfalerita,,Formación Don Polo,rocas sedimentarias no clasificadas,,,,,Ag | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp345.html,Señor,POINT (-69.23329999999993 -31.616699999999923)
e250K.DepositMetalif.20917,24507,,Los Cisnes,07b Au baja sulfuración (Adularia) (Au-Ag),7b,mediano,,, venillas de cuarzo y sulfuros,oro | acantita | cuarzo | pirita,,,rocas volcánicas félsicas-intermedias,,,,,Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24507.html,Los Cisnes,POINT (-67.06079999999992 -48.53579999999994)
e250K.DepositMetalif.18398,4026,Gonzalito,La Querencia,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetas y vetillas,galena | esfalerita | pirita | calcopirita | vanadinita | descloizita-mottramita | wulfenita | duftita,silicificación | sericitización,Complejo Mina Gonzalito,esquisto,,,,,V | Pb | Zn | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp4026.html,La Querencia,POINT (-65.64559999999994 -41.321399999999926)
e250K.DepositMetalif.22320,25918,Purisima Rumicruz,Jesuitas,14a Polimetálicos ricos en As-Ni-Co (Ag-Co-As-Ni-Cu-U),14a,pequeño,Triásico,Triásico,vetillas,galena | calcopirita | tetraedrita | pirita | bravoíta,,,arenisca-lutita-chert,,,,,Pb | Cu | Ni,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp25918.html,Jesuitas,POINT (-65.54419999999993 -22.816499999999905)
e250K.DepositMetalif.18576,5172,,Lomas Blancas,12b Sn,12b,desconocida,Cuaternario,Cuaternario,rodados,casiterita,,,depósitos aluviales y coluviales,,,,,Sn-Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5172.html,Lomas Blancas,POINT (-66.41669999999993 -22.499999999999943)
e250K.DepositMetalif.18049,3067,Chachas (Cerro Chivinar),Marcelo,06d Granitoides (Cu),6d,desconocida,,,impregnada,malaquita,,Complejo Eruptivo Chachas,suite granítica,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3067.html,Marcelo,POINT (-67.32029999999992 -24.30639999999994)
e250K.DepositMetalif.18412,5007,,El Cóndor,03a Pegmatitas Complejas(Be-Li-Aguamarina),3a,desconocida,,,,,,Basamento cristalino,micacitas gnéisicas | esquistos biotíticos,,,,,Sn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5007.html,El Cóndor,POINT (-66.04999999999995 -32.716699999999946)
e250K.DepositMetalif.17707,352,Castaño Viejo,Ánimas,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,galena | esfalerita | pirita,silicea | argílica-sericítica | propilítica,Grupo Choiyoi,rocas volcánicas félsicas-intermedias,,,"12500 toneladas métricas, mineral, reserva",Pb 9.4 % | Ag 507 g/t | Au 1.24 g/t,Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp352.html,Ánimas,POINT (-69.6013999999999 -30.931099999999958)
e250K.DepositMetalif.20924,24518,,Petrificados,07b Au baja sulfuración (Adularia) (Au-Ag),7b,,,,,,sillicificación | argilica,,rocas volcánicas félsicas-intermedias,,,,,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24518.html,Petrificados,POINT (-68.3513999999999 -48.133299999999906)
e250K.DepositMetalif.20219,24343,,Sierra de Sumampa-Jasimampa,02a Cuerpos diqueformes y vetiformes (Th-ETR),2a,ocurrencia,,,venillas | irregular,monacita | hematita | apatita | estronciopirocloro | pirocloro | baritina | celestina | calcita,fenitización,,gneis+mármol | suite granítica | rocas volcánicas félsicas-intermedias,Ordovícico,Ordovícico,,,ETR,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24343.html,Sierra de Sumampa,POINT (-63.65259999999995 -29.317299999999932)
e250K.DepositMetalif.17885,533,Cordón Esquel,Natasha/Sirena/Anastasia,07b Au baja sulfuración (Adularia) (Au-Ag),7b,mediano,,,vetifome,oro nativo | electrum | arsenopirita | marcasita,adularia-sericita | silicificación,,rocas volcánicas intermedias,,,,,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp533.html,Natasha,POINT (-71.19329999999991 -42.81639999999993)
e250K.DepositMetalif.17180,2053,Sierra de Rangel,Nueva Esperanza,13i Fe-Mn (Sombrero de Fe),13i,ocurrencia,,,,limonitas | hematita,,Formación Falda Ciénaga,grauvacas y lutitas,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2053.html,Nueva Esperanza,POINT (-66.31669999999991 -23.73329999999993)
e250K.DepositMetalif.20397,38,,Santa Julia,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,Cretácico inferior,Cretácico inferior,vetiforme,baritina | galena,,Granodiorita Puira | Stock Compuesto Castro Tolay / Batolito Compuesto ,suite granítica | Diorita / aplita,,,,,Ba | Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp38.html,Santa Julia,POINT (-66.03219999999993 -23.382199999999955)
e250K.DepositMetalif.18063,3090,Quebrada de Escoipe,"Custodio, San Martín, Salamanca",09a Cu sedimentario (Cu-Ag),9a,desconocida,,,estratiforme,calcosina | cuprita | bornita | calcopirita | pirita | cobre nativo | malaquita | azurita,,Subgrupo Santa Bárbara,conglomerado-arenisca,,,,Cu 0.7 %,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3090.html,Custodio,POINT (-65.8053999999999 -25.174799999999948)
e250K.DepositMetalif.17358,3155,Almalán,San Eduardo,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,desconocida,,,vetas,minerales oxidados de cobre,,Complejo Ígneo Chepes,suite granítica,,,,,Cu | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3155.html,San Eduardo,POINT (-66.58029999999991 -31.20279999999991)
e250K.DepositMetalif.18583,5179,,Constancia,12b Sn,12b,desconocida,Cuaternario,Cuaternario,rodados,casiterita,,,depósitos aluviales y coluviales,,,,,Sn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5179.html,Constancia,POINT (-66.64069999999992 -22.56579999999991)
e250K.DepositMetalif.17878,499,Campana Mahuida,Lastenia,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,Eoceno,Oligoceno,vetiforme,galena argentífera | argentita | pirita | zincsilita | willemita | gunningita,,Formación Tordillo,arenisca,,,,,Pb | Zn | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp499.html,Lastenia,POINT (-70.59999999999991 -38.19999999999993)
e250K.DepositMetalif.20390,24383,Rangel,Plateria Sur,02a Cuerpos diqueformes y vetiformes (Th-ETR),2a,pequeño,Cretácico inferior,Cretácico inferior,filoneana,thorita | thorogummita | pirita | galena,carbonática | silíce,Granodiorita Cobres,Granodiorita,,,,,Th,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24383.html,Plateria Sur,POINT (-66.23909999999995 -23.550299999999936)
e250K.DepositMetalif.18056,3083,,Arizaro,04c Cu-Au,4c,desconocida,,,diseminada | venillas,calcopirita | bornita | magnetita | oro | paladio,potásica | cálcico-potásica | argilica | propilítica,Complejo Volcánico Arizaro | Complejo Volcánico Arizaro,,,,,Cu 0.36 % media | Au 0.73 g/t promedio,Cu | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3083.html,Arizaro,POINT (-67.7546999999999 -25.104199999999935)
e250K.DepositMetalif.17351,2224,,San Ignacio,13a Formación Ferrífera Laterítica(Fe-Ti-Al),13a,ocurrencia,,,"concreciones, nódulos",limonita | goethita | hematita,,Formación Apóstoles,arena-arcilla,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2224.html,San Ignacio,POINT (-55.49999999999994 -27.249999999999943)
e250K.DepositMetalif.18234,3230,,San Jorge (Grupo San Pedro) | La Margarita,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,vetas,calcopirita | pirita | galena | esfalerita | malaquita | limonitas,sericítica | silicificación | argílica | carbonática,Grupo Cochicó,,,,,,Cu | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3230.html,San Jorge ,POINT (-68.39309999999995 -35.383299999999906)
e250K.DepositMetalif.17282,2155,,Piedra Imán,05d Skarn ferrífero (Fe),5d,ocurrencia,,,cuerpos irregulares y mantiformes,magnetita | pirita | hematita | limonitas | epidoto | calcita | granate,,Grupo  Mendoza | Ciclo Eruptivo Huincán,caliza | andesita,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2155.html,Piedra Imán,POINT (-69.6024999999999 -35.697799999999916)
e250K.DepositMetalif.22306,25904,Pumahuasi,Veta Piss,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,pequeño,,,vetiforme,galena | esfalerita,,,arenisca-lutita-chert,,,,,Pb-Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp25904.html,Veta Piss,POINT (-65.60669999999993 -22.37409999999994)
e250K.DepositMetalif.17460,95,El Queva,La Argentina,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,galena argentífera,,Formación Agua Caliente,rocas volcánicas félsicas,,,"2.93 millones de toneladas métricas, mena, recurso indicado | 0.31 millones de toneladas métricas, mena, recurso inferido",Ag 482 g/t promedio | Ag 417 g/t,Pb | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp95.html,La Argentina,POINT (-66.7854999999999 -24.36089999999996)
e250K.DepositMetalif.17638,293,,Don Jorge,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | cerusita,,Basamento Metamórfico,esquisto,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp293.html,Don Jorge,POINT (-65.53329999999994 -32.26669999999996)
e250K.DepositMetalif.18158,3077,Sierra de Taca Taca,Hortencia,06d Granitoides (Cu),6d,desconocida,,,vetas,malaquita | azurita | magnetita | hematita,sericítica | argílica,Formación Taca Taca,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3077.html,Hortencia,POINT (-67.66719999999992 -24.282799999999952)
e250K.DepositMetalif.17453,172,Farallón Negro,Los Viscos,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,oro nativo | plata nativa | pirolusita,,Complejo Volcánico Farallón Negro,rocas volcánicas félsicas-intermedias,,,,,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp172.html,Los Viscos,POINT (-66.69749999999993 -27.283899999999903)
e250K.DepositMetalif.17631,286,El Guaico,Tronco Negro,06j Pb-Zn-Ag-Cu,6j,,,,vetiforme,galena | esfalerita | vanadinita,,,,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp286.html,Tronco Negro,POINT (-65.25419999999991 -30.969199999999944)
e250K.DepositMetalif.17809,452,Grupo 25 de Mayo,Los Tolditos,07k Fluorita,7k,,,,filoneana,fluorita | pirita | pirita,,Subgrupo Cerro Carrizalito,rocas volcánicas félsicas,,,,,F | Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp452.html,Los Tolditos,POINT (-68.80529999999993 -34.54059999999993)
e250K.DepositMetalif.21964,25562,Cacheuta,Cruzada,06c Granitoides (U),6c,,,,,minerales oxidados de U | minerales oxidados de hierro,,,suite granítica/tonalítica-gábrica,,,,,U,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp25562.html,Cruzada,POINT (-69.11109999999991 -33.03219999999993)
e250K.DepositMetalif.18925,11020,San Ramón,La Porteña | San Ramón,07l Au sulfuración intermedia,7l,pequeño,Plioceno,Plioceno,vetas y venillas de sulfuros-Au,oro nativo | calcopirita | arsenopirita | esfalerita | calcosina,argílica | silícica | epidotitización,Formación Arroyo del Torreón | Grupo Palaoco,esquisto | rocas volcánicas félsicas,,,"12000 tonelada métrica, mena, reserva probada",Au 7 g/t,Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11020.html,La Porteña ,POINT (-69.4421999999999 -33.33689999999996)
e250K.DepositMetalif.17289,2162,Agua Escondida,Ethel (grupo),07a Manganeso (Mn+-F),7a,pequeño,,,vetiforme,pirolusita | criptomelano | groutita | ramsdellita | todorokita | óxidos de hierro | höllandita | calcita | calcedonia,,Formación Choique Mahuida,riolita,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2162.html,Ethel ,POINT (-68.83329999999995 -35.99999999999994)
e250K.DepositMetalif.22313,25911,,Alipán,06c Granitoides (U),6c,,,,,uranofano | autunita,,,,,,,,U,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp25911.html,Alipán,POINT (-29.167499999999905 -66.83269999999993)
e250K.DepositMetalif.17593,235,,La Helvecia,08d SEDEX(Zn-Pb-Ba-Ag),8d,pequeño,Silúrico,Silúrico,estratiforme,galena | pirita | esfalerita | hemimorfita | baritina,,Formación San Juan,caliza,,,"0.4 millones de toneladas métricas, mineral, recurso totales",Pb 8.3 % | Zn 18.8 % | Ag 91 g/t,Pb | Zn | Ba,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp235.html,La Helvecia,POINT (-68.7666999999999 -29.549999999999955)
e250K.DepositMetalif.17771,416,Infiernillo,Descubridora | Celia-Argentina,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,filoneana,galena argentífera | arsenopirita | pirita | calcopirita,,Formación La Horqueta | Subgrupo Cerro Carrizalito,esquisto | rocas volcánicas félsicas-intermedias,,,,,Pb | As | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp416.html,Descubridora ,POINT (-68.7666999999999 -34.61669999999992)
e250K.DepositMetalif.17244,2117,,"San Marco Sierra o La Fronda, Bety, La Santiago",01b Fe-Ti en Gabros-Piroxenitas (Fe-Ti±V),1b,ocurrencia,,,lentiforme,magnetita,,Formación Quilpo,anfibolita,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2117.html,San Marco Sierra o La Fronda,POINT (-64.58889999999991 -30.811899999999923)
e250K.DepositMetalif.19756,11364,El Nevado,Liana,07k Fluorita,7k,pequeño,,,lentes,fluorita | galena | óxidos de manganeso,,Grupo Cerro Carrizalito,rocas volcánicas intermedias,,,,,fluorita,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11364.html,Liana,POINT (-68.35269999999991 -36.06699999999995)
e250K.DepositMetalif.17764,409,,El Derrumbe,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,galena | limonitas,,Ciclo eruptivo Huincán,rocas volcánicas félsicas,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp409.html,El Derrumbe,POINT (-69.99999999999994 -35.549999999999955)
e250K.DepositMetalif.20981,24579,,Turán,07a Manganeso (Mn+-F),7a,ocurrencia,Terciario,Terciario,mantiforme,psilomelano | criptomelano | litioforita | nsutita,silicificación,,arenisca,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24579.html,Turán,POINT (-66.27939999999995 -41.68029999999993)
e250K.DepositMetalif.18469,5105,Sierra de Altautina,"La Dita,La Rubia,Valeria,Santa Bárbara",06a Granitoides (W-Mo),6a,ocurrencia,Devónico,Devónico,mantos,scheelita | fluorita | tungstita | minerales de Bi,,,metamorfitas | biotititas con turmalina,,,,,W-Bi,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5105.html,La Dita,POINT (-65.14999999999992 -31.73329999999993)
e250K.DepositMetalif.17942,590,,Speme,07b Au baja sulfuración (Adularia) (Au-Ag),7b,,Jurásico,Jurásico,vetifome,oro | electrum | argentita | pirargirita | pirita | arsenopirita,,Formación Chon Aike,rocas volcánicas félsicas-intermedias,,,,,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp590.html,Speme,POINT (-69.89859999999993 -48.29419999999993)
e250K.DepositMetalif.17237,2110,Grupo Quebrada de los Algarrobos,"Mesada I, II, III, IV",07a Manganeso (Mn+-F),7a,ocurrencia,,,vetiforme,,,Formación Cerro de los Burros,pórfiro dacítico,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2110.html,Mesada I,POINT (-64.11389999999994 -29.816699999999912)
e250K.DepositMetalif.18120,3009,Casillas,Peña Blanca,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,pequeño,,,vetas,calcopirita | calcosina | malaquita,,Grupo Santa Victoria,areniscas y lutitas,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3009.html,Peña Blanca,POINT (-65.38629999999995 -22.730999999999938)
e250K.DepositMetalif.17415,52,,Barrios,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena,,Formación Acoite,arenisca,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp52.html,Barrios,POINT (-65.53069999999991 -22.24039999999991)
e250K.DepositMetalif.17251,2124,,Carmen,05d Skarn ferrífero (Fe),5d,ocurrencia,,,vetiforme,magnetita | calcita | epidoto | granate | actinolita,,Granito Los Ratones,granito  | esquisto y gneis,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2124.html,Carmen,POINT (-67.5166999999999 -27.949999999999932)
e250K.DepositMetalif.17422,59,,Charito-Arbolito,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | baritina,,,arenisca-limolita,,,,,Pb | Ba,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp59.html,Charito,POINT (-65.55329999999992 -22.728599999999915)
e250K.DepositMetalif.18455,5079,Río Guzmán,La Trinidad,08f Volcanogénico (W),8f,ocurrencia,,,vetiforme,scheelita | wolframita | esfalerita | bismutina | calcopirita | oro,turmalinización,Formación San Luis,filitas | vetas de cuarzo-turmalina | vetas de cuarzo,,,,,W-Bi,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5079.html,La Trinidad,POINT (-65.89999999999992 -32.94999999999993)
e250K.DepositMetalif.18633,5238,Grupo Quebrada Los Arboles-Los Ratones,San Antonio,05f Greisen (Sn-W),5f,ocurrencia,,,vetas cuarzo-wolframita,wolframita,greisenización,Basamento cristalino | Plutón de la Mina San Antonio,filitas-esquistos | suite granítica,,,,,Sn-W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5238.html,San Antonio,POINT (-67.49829999999992 -27.750299999999925)
e250K.DepositMetalif.18106,3194, Castaño,El Retamal,04c Cu-Au,4c,ocurrencia,Triásico,Triásico,diseminada,pirita | calcopirita | arsenopirita | molibdenita | galena | esfalerita | magnetita | malaquita | bornita | calcosina | marcasita | oro,potásica | sericítica | argílica | propilítica | silicificación,Plutón Tocota,,,,,Au 6 g/t (máximo),Cu | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3194.html,El Retamal,POINT (-69.59999999999991 -30.866699999999923)
e250K.DepositMetalif.18640,5195,Angulos,Badillo,06a Granitoides (W-Mo),6a,pequeño,Devónico,Devónico,vetas lenticulares,wolframita | scheelita | molibdenita | casiterita | pirita | magnetita | rutilo | ilmenita | covellina | betafita,moscovitización | argílica | albitización | cloritización,Formación Potrerillos,suite granítica,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5195.html,Badillo,POINT (-67.63499999999993 -28.642499999999927)
e250K.DepositMetalif.17935,583,,Veta Martha,07l Au sulfuración intermedia,7l,mediano,Jurásico,Jurásico,vetifome | stockwork,plata nativa | oro | electrum | calcopirita | polibasita | pirargirita | freibergita | acantita | tetraedrita argentífera | cuarzo | pirita | galena | esfalerita | arsenopirita | adularia | sericita | moscovita | illita | plumbogummita,caolinización | silicificación | adularización,Formación Chon Aike,rocas volcánicas félsicas,,,"1.75 millones de onzas troy, Ag, recurso indicado e inferido",,Ag | Au | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp583.html,Veta Martha,POINT (-69.69889999999992 -48.69169999999991)
e250K.DepositMetalif.18113,3201,Carrizal de Las Burras,María Antonia (Josefina),07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,pequeño,Triásico,Triásico,vetas,pirita | calcopirita | galena | malaquita | azurita,silicificación | propilítica,Formación Cerro Agua Negra | Intrusivo Granodiorítico,,,,,Cu 1.04 % media | Pb 0.228 % media | Ag 19.1 g/t promedio,Cu | Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3201.html,María Antonia ,POINT (-69.6332999999999 -31.23329999999993)
e250K.DepositMetalif.18291,3331,Paso Huitrín,"Don Julio,Bajo Las Liebres,Espina del Zorro,otras",09a Cu sedimentario (Cu-Ag),9a,desconocida,,,impregnación,malaquita | azurita,,Formación Huincul (Grupo Neuquén),,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3331.html,Don Julio,POINT (-69.94999999999993 -37.69999999999993)
e250K.DepositMetalif.17586,228,,El Chuschín,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,venillas,galena | calcopirita | baritina,,Formación Los Molles,esquisto,,,,,Pb | Cu | Ba,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp228.html,El Chuschín,POINT (-67.86669999999992 -29.249999999999943)
e250K.DepositMetalif.18284,3322,Aquihueco,Aquihueco,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,impregnación en falla,malaquita | azurita | calcosina,silicificación | clorítica ,Grupo Choiyoi,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3322.html,Aquihueco,POINT (-70.52499999999992 -37.07499999999993)
e250K.DepositMetalif.18462,5098,,Los Reventones,06a Granitoides (W-Mo),6a,ocurrencia,,,vetiforme,,,Basamento cristalino | Basamento cristalino,esquistos biotíticos | gneis,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5098.html,Los Reventones,POINT (-65.64999999999992 -32.51669999999996)
e250K.DepositMetalif.20974,24574,,Salar de Diabillos,"09f Evaporitas Lacustres,Yeso-Halita-Silvita-Boratos-Sulfatos(MgKCaLi)",9f,,Cuaternario,Reciente,salmueras,ulexita | halita | yeso | mirabilita,,,evaporita,,,"390 millones de metros cúbicos, salmuera, recurso indicado | 457 millones de metros cúbicos, salmuera, recurso inferido",Li 501 mg/L | Li 410 mg/L | K 4489 mg/L | K 5512 mg/L | B 556 mg/L | B 505 mg/L,Li | K | B,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24574.html,Salar de Diabillos,POINT (-66.73009999999994 -25.250399999999956)
e250K.DepositMetalif.18215,3191,Castaño,Cerro Negro de la Cortadera,14g Chimeneas de brecha (Bi-Cu-Au),14g,desconocida,Pérmica,Triásica,brecha de conducto,pirita | calcopirita | bornita | galena | esfalerita | hematita | malaquita | azurita,sericítico-cuarzosa | argílica | propilítica,,,,,,Cu 0.22 %,Cu | Bi | Pb | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3191.html,Cerro Negro de la Cortadera,POINT (-69.59189999999995 -30.839699999999937)
e250K.DepositMetalif.17510,135,Sierra de Santa Victoria,Alejandra,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | baritina,,Formación Santa Rosita,arenisca-lutita,,,,,Pb | Ba,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp135.html,Alejandra,POINT (-64.96359999999993 -22.408899999999903)
e250K.DepositMetalif.18393,4021,distrito Totoral,Santa Ana,03a Pegmatitas Complejas(Be-Li-Aguamarina),3a,pequeño,,,lenticular,hureáulita | litiofilita | beusita | eosforita | triplita | óxidos de manganeso,turmalinización | moscovitización | silicificación,Pegmatita Santa Ana,suite granítica,,,,,Be,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp4021.html,Santa Ana,POINT (-65.92999999999995 -32.892199999999946)
e250K.DepositMetalif.17688,333,Valle del Cura,La Ortiga,07c Au alta sulfuración (Alunita) (Au-Ag-Cu),7c,,,,irregular,oro nativo | plata nativa | limonitas,silicea | sericita | argilica,Grupo Choiyoi,rocas volcánicas félsicas-intermedias,,,,,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp333.html,La Ortiga,POINT (-69.8574999999999 -29.25109999999995)
e250K.DepositMetalif.17161,2034,,Roberto Carlos,09e Formación Ferrífera Fe(P),9e,ocurrencia,,,horizontes ferríferos,hematita | chamosita,,Formación Lipeón,"limolitas, grauvacas",,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2034.html,Roberto Carlos,POINT (-64.70829999999995 -22.318599999999947)
e250K.DepositMetalif.20378,24371,,Cauchari,"09f Evaporitas Lacustres,Yeso-Halita-Silvita-Boratos-Sulfatos(MgKCaLi)",9f,muy grande,Holoceno,Holoceno,salmuera,,,Depósitos lacustres evaporíticos,"Halita, limo, arena y grava",,,"914 millones de metros cúbicos, salmuera, recurso medido | 2890 millones de metros cúbicos, salmuera, recurso indicado | 230 millones de metros cúbicos, salmuera, recurso inferido",Li 630 mg/L | Li 570 mg/L | Li 380 mg/L | K 3700 mg/L | K 4753 mg/L | K 5156 mg/L,Li,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24371.html,Cauchari,POINT (-66.76129999999995 -23.71709999999996)
